N,P,K,ph,temperature,humidity,label
5,77,19,6.242052013,31.08564994,66.68832981,pigeonpeas
5,68,20,5.001038726,18.72987676,61.33186249,pigeonpeas
37,73,21,5.560224582999999,29.50304807,63.46513414,pigeonpeas
9,59,24,4.747352458,20.43517772,39.37252634,pigeonpeas
20,72,15,7.313517308,36.00415838,56.01334416,pigeonpeas
31,56,23,5.661826398,31.46846241,35.39454002,pigeonpeas
0,70,21,4.672437054,36.30049702,56.03021253,pigeonpeas
21,74,15,6.471862118,29.49096726,67.10604388,pigeonpeas
13,67,18,5.384762927000001,30.5753044,34.75591197,pigeonpeas
27,74,20,5.8598134160000015,24.69487673,59.96669215,pigeonpeas
29,72,24,6.962386495,23.17409556,36.67847052,pigeonpeas
5,68,20,6.12166671,19.04380471,33.10695144,pigeonpeas
39,57,19,6.421748487,29.32379604,45.93248374,pigeonpeas
22,62,16,4.828936119,34.6455408,54.32342534,pigeonpeas
18,55,23,6.98571967,21.9989826,56.31006755,pigeonpeas
39,77,21,4.603563116,22.99774444,60.24218572,pigeonpeas
13,75,20,6.979540061,30.55992394,35.29006485,pigeonpeas
27,71,24,7.064973419,31.46417866,48.17631461,pigeonpeas
26,64,22,5.16516459,25.95058595,40.58227261,pigeonpeas
23,55,16,5.111488821,21.01142393,69.69141302,pigeonpeas
4,69,19,5.374358869,19.25100056,47.70351758,pigeonpeas
20,67,19,5.671419084,19.24462755,50.54495302,pigeonpeas
7,74,17,5.667419697000001,22.47253208,62.56532471,pigeonpeas
17,64,18,6.07938452,36.75087487,58.25799145,pigeonpeas
35,71,17,6.931924962999999,29.89286629,66.35375127,pigeonpeas
11,72,22,6.842744374,29.37735586,44.82294584,pigeonpeas
20,60,22,6.876572502999999,29.65052947,42.89833235,pigeonpeas
10,71,18,6.151029296,19.54284889,66.34777265,pigeonpeas
33,61,24,4.567446499,20.04611791,48.93905624,pigeonpeas
3,49,18,3.692863601,27.91095209,64.70930606,mothbeans
22,59,23,4.371745575,27.32220619,51.27868781,mothbeans
36,58,25,8.399135957999999,28.66024187,59.3189118,mothbeans
4,43,18,8.840656256,29.02955344,61.09387478,mothbeans
29,54,16,8.153022903,27.78031515,54.65030015,mothbeans
32,43,22,5.270749441,31.99928579,54.1077461,mothbeans
14,55,15,8.050304395,27.33580911,55.27755933,mothbeans
5,35,20,9.679240873,28.92952635,53.57014709,mothbeans
25,57,24,6.974978386,27.65472156,58.59986279,mothbeans
11,53,24,7.39389918,28.52396666,55.77264351,mothbeans
40,49,17,6.68727523,31.02215872,45.89239456,mothbeans
38,56,25,7.88118645,25.74095321,45.38497051,mothbeans
27,43,23,5.875333778,31.70447482,56.85420099,mothbeans
24,38,22,8.202706015,24.47876451,58.51663927,mothbeans
23,45,21,8.985348193,31.46511256,51.79939437,mothbeans
29,57,20,5.87707519,25.60973447,50.7330069,mothbeans
31,35,23,7.707595055,30.30260453,47.18283631,mothbeans
0,55,25,4.524171562,28.17489437,43.6672299,mothbeans
7,45,22,9.926212291,25.50634557,44.8302551,mothbeans
17,58,25,6.455592696,31.12896766,43.58788762,mothbeans
11,44,17,8.016210782,26.34043268,55.59160391,mothbeans
22,49,22,3.71105919,28.23494706,61.5620517,mothbeans
9,51,19,5.49091063,27.04453473,49.32609633,mothbeans
28,48,15,9.254089438,25.16125354,55.25435777,mothbeans
26,50,19,6.005242945,27.3179125,51.66921088,mothbeans
36,56,20,7.437078236,25.4123765,49.66474269,mothbeans
8,60,18,3.808429173,31.21629982,46.01868196,mothbeans
24,37,21,5.818219385,30.573999,58.22686794,mothbeans
22,43,24,4.52363558,25.42517036,53.22082660000001,mothbeans
36,43,24,3.510404312,27.09400578,43.65305437,mothbeans
22,44,24,6.030447288,24.30935081,56.32938343,mothbeans
17,43,22,5.498340807999999,30.06142622,45.90067655,mothbeans
8,45,15,4.61136408,28.09568993,60.98353839999999,mothbeans
7,56,23,5.545219232000001,26.33908791,40.00933429,mothbeans
36,57,16,8.292875733999999,28.61409059,57.14218792,mothbeans
11,45,19,3.828031463,28.70012137,44.359648,mothbeans
6,36,22,8.869532817,24.21610338,59.79236306,mothbeans
17,57,20,3.793575185,28.50677929,45.20094476,mothbeans
4,47,20,4.193189124,25.97948991,64.95585424,mothbeans
9,49,16,7.661537347999999,30.88482722,41.36561835,mothbeans
25,51,24,9.392694614,25.5042419,61.66852372,mothbeans
36,44,21,4.516154055,25.12528913,51.33189406,mothbeans
21,38,20,5.794289715,27.10508014,63.56791363,mothbeans
37,57,20,7.354286985,31.1006247,44.82069159,mothbeans
32,48,18,5.993513566,26.45707778,56.40226277,mothbeans
29,44,20,8.620107545,30.04132304,63.56222995,mothbeans
25,51,18,9.45949344,27.77799528,54.82130787,mothbeans
10,44,24,8.0344125,30.99256944,43.02151392,mothbeans
23,35,18,5.414492777,26.4908332,47.36534833,mothbeans
9,60,23,6.2760043360000015,31.96987867,57.17377029,mothbeans
3,58,21,9.160691747,25.36140526,46.82652785,mothbeans
22,42,22,7.887658711,25.54249137,56.96640758,mothbeans
12,39,21,8.183844843,28.99319096,62.85948245,mothbeans
39,36,22,9.072011412,29.34317422,60.50320928,mothbeans
32,41,16,7.702287236,28.63618921,61.39451307,mothbeans
30,41,15,5.88509677,24.83206631,44.17085032,mothbeans
19,36,22,6.16496284,25.44689075,58.55363573,mothbeans
4,46,15,3.504752314,31.01274943,62.40392519,mothbeans
21,39,20,7.388007482999999,27.06179658,52.3003173,mothbeans
35,57,25,8.340398059,27.0956288,42.26206161,mothbeans
22,55,24,8.66077954,28.56800579,57.30636014,mothbeans
35,51,17,3.558822825,28.79929247,49.84213387,mothbeans
17,56,17,5.9565851,27.94293692,45.41393636,mothbeans
28,57,17,9.416003106,30.47757686,61.58245338,mothbeans
22,36,16,8.18422855,30.58139475,50.77148138,mothbeans
11,41,19,5.131779302,26.85911286,41.81420849,mothbeans
38,38,18,6.294130312999999,26.31051759,61.18749126,mothbeans
23,37,24,7.991902443,28.77833449,44.2252605,mothbeans
25,35,20,8.923095695,28.90245417,43.35365671,mothbeans
40,45,20,6.878498176,29.37687468,57.69622912,mothbeans
23,58,19,5.243634848999999,24.17093241,58.25204566,mothbeans
2,56,23,7.550090941,26.65333029,59.79023382,mothbeans
3,56,17,8.709291687999999,28.19912143,53.50567601,mothbeans
26,51,25,7.792508067999999,28.76488954,52.62741529,mothbeans
39,42,20,8.055908857999999,29.3499706,61.25353851,mothbeans
27,59,20,4.397698806,28.00937423,52.60950014,mothbeans
24,45,19,5.9523849570000005,26.85851927,48.8246387,mothbeans
7,40,17,8.532078732999999,31.2123945,40.92604945,mothbeans
15,45,23,7.224193642,24.20422636,61.43378674,mothbeans
26,52,23,4.931890506,29.98835437,49.60384796,mothbeans
20,45,16,4.626212446,29.93964907,54.61813464,mothbeans
34,54,24,5.026003659,31.2119298,41.55934359,mothbeans
19,51,25,3.5253661,26.80474415,48.23991436,mothbeans
29,41,21,8.86979671,31.49398069,62.84916863,mothbeans
20,50,22,9.406887533,30.99694676,46.42693735,mothbeans
11,40,23,5.80428611,29.61253065,63.04749127,mothbeans
15,54,15,8.35495812,29.97604322,57.03184356,mothbeans
35,55,22,8.634929739,30.88883074,52.62696801,mothbeans
9,59,25,7.699200949,30.39321309,60.16299493,mothbeans
40,45,18,5.261285926,30.43683729,55.20522037,mothbeans
35,38,19,9.112771682,25.32688786,63.18180319,mothbeans
14,58,17,4.605700542,30.53684308,59.96664731,mothbeans
40,55,18,7.115994051,30.38257873,40.5926071,mothbeans
18,36,23,7.214078621,24.01825377,53.76623369,mothbeans
35,52,15,9.93509073,28.69841277,61.14754363,mothbeans
4,59,22,8.914074888,29.33743412,49.00323081,mothbeans
22,51,16,8.639586199,27.96583691,61.34900107,mothbeans
33,47,17,8.621514073,24.86803974,48.27531965,mothbeans
2,51,17,5.838508699,25.87682261,45.96341933,mothbeans
16,51,21,3.532008668,31.01963639,49.97675220000001,mothbeans
19,55,20,7.18530147,27.43329405,87.80507732,mungbean
8,54,20,7.034214276,28.3340432,80.77275974,mungbean
36,55,20,6.635968697999999,27.01470397,84.34262707,mungbean
10,56,16,6.828187498999998,28.17432665,81.04554836,mungbean
22,56,17,6.89077995,29.87888063,87.32761241,mungbean
9,57,24,7.165121108999998,29.89232778,89.71503316,mungbean
34,59,23,6.935804256,28.56212158,83.24855855,mungbean
31,51,25,7.196774236,27.53592929,85.57019009999998,mungbean
0,49,18,6.990095452,29.68361658,87.93598094,mungbean
21,39,20,7.064782137999999,28.14448546,82.1193047,mungbean
28,35,22,7.156563094,29.53037621,86.73346018,mungbean
17,52,17,6.364967184,27.88352946,86.45147631,mungbean
24,42,23,6.428054409,28.22471276,82.35916228,mungbean
28,46,16,6.664187809,29.008124,84.96089355,mungbean
21,38,21,6.637677489,29.75538903,86.45193297,mungbean
34,60,25,6.79385576,29.78416743,85.16906976,mungbean
19,53,22,6.852884642999999,27.8640132,80.4513142,mungbean
31,58,15,7.121571293,27.11026483,84.96771717,mungbean
19,35,24,6.883308033,27.11030369,83.64274107,mungbean
24,53,17,6.421271178,28.95451232,89.07866095,mungbean
13,47,20,6.54450214,29.21780035,87.93724219,mungbean
31,53,16,6.452006451,28.7420098,85.81675947,mungbean
28,45,23,6.489259136,29.65021184,80.29868321,mungbean
31,37,21,6.713410626,27.23924995,86.404241,mungbean
33,60,15,6.510840928,28.95172351,81.67085323,mungbean
34,45,21,6.2873801170000005,28.18837136,82.60629652,mungbean
13,57,25,6.86308576,28.30041493,86.20681554,mungbean
33,57,17,6.78415271,27.89636126,88.71782287,mungbean
32,57,22,6.769415887999999,28.6899851,87.50436797,mungbean
23,59,25,6.320768488,27.826262300000003,88.73100226,mungbean
35,41,18,6.705008503999999,28.70562673,81.59200689,mungbean
6,48,24,6.790736339,28.6362812,84.61431076,mungbean
29,36,25,7.130278657000001,28.28511547,88.4393979,mungbean
4,36,22,7.012740397000001,27.60887393,86.13316408,mungbean
10,59,22,7.1556850160000005,28.60901145,86.99495766,mungbean
14,48,21,6.991242362,29.24598976,84.80084105,mungbean
8,50,21,6.218923893,28.62911222,89.11480590000002,mungbean
20,40,15,7.199495367999999,29.57329479,88.07505524,mungbean
36,43,22,6.3898821660000005,27.82684262,87.16679147,mungbean
14,57,15,6.623438282,29.8757015,83.14796296,mungbean
11,60,23,7.033012777000001,27.33684386,88.50229102,mungbean
10,59,15,6.32400451,29.83040388,89.30428305,mungbean
7,60,25,6.397636709,28.2753171,82.76020821,mungbean
2,47,15,6.401455706,29.86860065,85.99127934,mungbean
20,45,22,6.904587016,29.5888162,89.9939693,mungbean
2,39,15,6.478557136,28.07219563,82.9116472,mungbean
27,40,24,7.063022095,27.84026517,89.99615558,mungbean
35,48,15,6.981758362000001,27.10818093,87.45126690000002,mungbean
4,59,25,6.227134139,27.68515114,81.94268594,mungbean
1,48,24,6.232836962,29.34594634,85.60472562,mungbean
36,43,21,7.140437859,28.36319404,84.8593608,mungbean
11,46,24,6.459252023,27.65280218,89.80650642,mungbean
34,47,19,6.568795403999999,27.31372793,85.44815232,mungbean
21,44,18,7.12851089,27.06909959,86.89934108,mungbean
17,58,20,6.42937879,28.06642822,85.91625451,mungbean
25,40,21,6.248900919,27.73329078,81.13903037,mungbean
2,38,18,6.619891497999999,27.53632932,89.92908171,mungbean
9,48,20,6.377568542000001,29.66461594,84.28187572,mungbean
37,49,25,6.415459592,29.914544300000006,85.85384444,mungbean
36,38,15,6.3206620120000006,28.36363858,87.59810657,mungbean
40,58,15,6.978400282000001,29.46416042,87.60890009,mungbean
30,44,16,6.442335592999999,29.73013036,82.89166381,mungbean
1,59,23,7.184398832,27.46852989,87.17649,mungbean
9,48,22,6.402926221,27.77076285,87.09979549,mungbean
14,41,17,7.085982325,29.12939524,88.48312598,mungbean
35,52,19,6.698574085,27.10606808,89.89593328,mungbean
31,48,17,6.594739424,28.88078945,86.94206817,mungbean
4,41,20,6.647965508,28.14720892,83.8001509,mungbean
30,37,25,7.120032489,29.89129144,80.14487166,mungbean
9,35,20,6.91380932,27.41503453,80.98004661,mungbean
20,41,20,7.073048264,29.27308605,89.4875022,mungbean
37,50,23,6.5304707,29.65296893,88.48587386,mungbean
34,35,21,6.684381357,28.44524991,82.67639542,mungbean
14,37,15,6.581351374,27.96235681,83.97586797,mungbean
23,39,22,6.86483915,29.25649321,81.97952224,mungbean
5,45,21,6.487124217000001,28.36291385,88.00989267,mungbean
22,37,20,6.605733067999999,27.62749466,86.49366929,mungbean
40,51,17,6.860602782000001,28.66086349,86.12194568,mungbean
27,56,20,6.41874299,29.2114218,87.11497805,mungbean
31,40,22,6.365513634,29.40889385,86.16063492,mungbean
38,36,21,6.5563729660000005,28.02952623,84.8845732,mungbean
6,37,17,6.760694227999999,28.08657178,80.35005927,mungbean
6,47,18,6.715276662999999,29.16174608,80.28038146,mungbean
24,44,17,6.666380512000001,29.8596912,80.03499648,mungbean
25,59,19,6.626629798,29.06631494,83.6869203,mungbean
32,56,21,6.702772465,27.38538997,88.66663953,mungbean
8,45,18,7.011030515,27.93034941,85.42058715,mungbean
19,39,17,6.890156495,29.2808618,81.8009244,mungbean
39,37,15,6.821747052,28.9973145,83.78911515,mungbean
33,37,19,7.183189922,27.92678579,86.5543196,mungbean
26,54,17,6.27258822,28.5474135,88.9570454,mungbean
21,51,15,6.679127482,29.36488409,89.1886954,mungbean
22,54,20,6.689825155,28.56149805,83.63802195,mungbean
29,45,16,6.583381939,28.43683487,87.91332682,mungbean
4,40,21,6.725551062,28.79728147,80.45744422,mungbean
10,37,22,7.069747813999999,28.7275267,89.12760359,mungbean
4,44,19,6.921993877999999,27.95639663,83.52706038,mungbean
20,45,17,6.770955317,28.17458662,83.69659318,mungbean
23,45,23,6.983130466,28.77653519,86.69133979,mungbean
25,48,21,6.267684328,28.438097,83.48991368,mungbean
56,79,15,7.454532137,29.48439992,63.19915325,blackgram
25,62,21,7.040056094,26.73433965,68.13999721,blackgram
42,61,22,7.418650668,26.27274407,62.28814857,blackgram
42,73,25,6.501869314,34.03679184,67.21113844,blackgram
44,58,18,6.814410927999999,28.03644051,65.06601664,blackgram
50,55,16,7.581442888,28.81460716,65.33538112,blackgram
35,72,21,7.741418772,34.03619494,64.28791388,blackgram
30,64,20,6.573531614,33.8642935,61.57072498,blackgram
27,64,21,7.543804222999999,32.84213012,68.68401492,blackgram
50,74,17,6.5408208,27.10053268,63.36085585,blackgram
39,73,24,7.22405917,25.65842532,61.18235808,blackgram
57,67,25,7.551364319,32.34744009,66.61452812,blackgram
52,63,19,6.928898659,29.58949031,68.32176769,blackgram
55,66,22,7.747775262999999,30.91219459,68.79427388,blackgram
51,56,18,6.706505915,28.12787838,64.2097765,blackgram
36,66,15,6.668238556,30.08545364,69.34811988,blackgram
59,55,19,7.332375138,31.74379487,62.51007687,blackgram
50,58,23,7.596802025,27.81326852,62.50460464,blackgram
30,65,25,7.70650895,32.88733849,64.59457409,blackgram
20,62,18,7.366542647,29.36358721,64.98742947,blackgram
58,71,15,6.919243702,27.82592799,67.58618829999999,blackgram
25,71,24,7.187721817999999,28.49538735,60.44848407,blackgram
52,71,16,7.0758864720000005,27.74274761,68.53997144,blackgram
40,63,18,6.74441168,30.41588462,67.66323804,blackgram
20,60,25,6.726469087999999,27.3254209,69.09047809,blackgram
48,61,21,6.628264883,30.28496619,61.69295127,blackgram
49,68,22,7.127064207,28.56840626,61.53278622,blackgram
48,62,15,7.538631462000001,25.36586097,66.6379724,blackgram
32,66,17,7.162357641,34.9466155,65.26774011,blackgram
21,63,22,6.859409487000001,25.09737391,67.72837887,blackgram
20,72,19,7.397190844,32.47648301,64.34848735,blackgram
25,65,21,6.880245789,33.86351172,68.59232289,blackgram
41,78,21,6.581313137,25.19857725,60.37332688,blackgram
53,67,17,7.296972161,31.77681682,69.01852894,blackgram
39,60,21,6.97297656,34.89814946,63.59948557,blackgram
25,76,17,7.241148507,31.74105409,68.63525428,blackgram
21,78,19,6.92009048,27.16159076,66.76017239,blackgram
57,60,17,7.504608385,26.23773129,67.88521396,blackgram
56,75,15,7.152272256,30.20157245,60.06534859,blackgram
49,72,15,7.137004749,31.55846339,67.83563765,blackgram
24,80,19,6.8080417220000005,29.67892453,69.0854554,blackgram
49,76,18,7.393631868,27.05365239,67.7017527,blackgram
28,68,19,7.69950698,34.63880966,61.38597868,blackgram
55,78,21,6.602888248999999,33.39438752,62.93692886,blackgram
50,64,25,6.734447425,28.84079155,63.37230676,blackgram
34,80,19,6.521217963,31.49338309,63.0563645,blackgram
20,68,23,7.707332484,25.54960633,63.95425534,blackgram
55,67,16,6.596719015,34.37329112,69.69366426,blackgram
23,70,15,7.403623355,34.600824700000004,63.11296779,blackgram
53,74,15,7.517097,29.43463808,64.94329356,blackgram
26,67,16,7.17620823,29.10713092,67.90577375,blackgram
33,80,22,6.593961761,28.57006111,65.71765781,blackgram
37,79,19,7.143942758,27.54384835,69.3478631,blackgram
33,75,21,6.690655045,33.04687968,68.93875631,blackgram
22,55,20,7.423530351,33.95309131,69.96100028,blackgram
20,68,17,6.578714842999999,30.11873003,60.11680815,blackgram
43,68,20,7.497469256,29.57812712,66.17587668,blackgram
44,76,22,7.775306272000001,27.26458947,68.01232937,blackgram
34,60,16,7.322555222999999,31.35730791,64.24992106,blackgram
21,72,17,7.580527339,31.52104732,66.55723677,blackgram
25,68,19,7.1084501210000015,29.39982732,64.25510719,blackgram
41,62,15,7.358974541,29.38400259,64.14928485,blackgram
28,65,23,7.405176138,28.38686534,61.88871127,blackgram
35,64,15,6.500144962,28.47442276,63.53604453,blackgram
52,58,16,7.167435834,30.64095781,61.14508627,blackgram
58,75,25,7.261791753,25.25596239,61.36669662,blackgram
34,66,19,7.586642101,32.97030511,60.18122078,blackgram
52,70,16,7.534811832999999,33.66855394,66.60416867,blackgram
23,57,19,7.251000789,32.83963757,67.99803573,blackgram
42,58,25,6.513620917999999,27.45853567,62.90020977,blackgram
37,62,17,7.121254928,25.68576704,69.84354028,blackgram
44,75,22,7.574561547,30.0328403,64.14800537,blackgram
21,80,20,7.350869792,28.20667264,68.27085245,blackgram
56,76,16,7.5131510760000015,28.27265858,61.18956161,blackgram
29,76,15,7.0256077060000015,28.541723600000005,64.2020154,blackgram
43,61,20,6.804253866,26.87187036,61.61367264,blackgram
55,60,15,7.163043872,32.79766751,68.77994074,blackgram
44,63,15,7.338929556,26.42333018,64.51136845,blackgram
29,67,21,6.621323612,29.79181107,63.38789228,blackgram
47,63,16,6.661870999,27.44003279,67.10464369,blackgram
40,68,17,7.733149554,34.1262979,65.14877461,blackgram
58,61,15,7.402891666,30.94908189,64.23364112,blackgram
41,74,18,6.599147297999999,28.75751783,61.02701476,blackgram
58,79,17,7.04174124,27.24766491,66.10123083,blackgram
27,62,24,7.353876754,28.63005477,66.770943,blackgram
27,60,17,7.026795358999999,26.41768321,63.64698302,blackgram
52,65,20,6.814301033,32.81705216,66.15665137,blackgram
44,55,25,7.42160832,29.6321052,65.91359954,blackgram
21,62,24,6.8473828910000005,33.49077065,62.73317204,blackgram
60,59,22,7.191522601,31.86847286,66.74217464,blackgram
33,77,21,7.01285529,30.32992227,65.62971858,blackgram
59,58,17,7.368318809,28.546224,66.31394098,blackgram
29,63,17,7.26154329,30.02629908,67.88811637,blackgram
59,63,18,6.52669158,31.65531175,60.13263713,blackgram
29,70,15,6.872594461,30.33499674,63.54718862,blackgram
58,73,16,6.874142175,33.36984395,65.67718163,blackgram
55,77,22,7.76061831,31.4345059,62.99303471,blackgram
42,79,23,6.781841984,27.71678273,63.29103387,blackgram
44,77,21,7.326980454,32.63918668,61.3009051,blackgram
38,62,25,7.453975408,32.7477393,67.77954584,blackgram
32,76,15,7.604110177000001,28.05153602,63.49802189,lentil
13,61,22,7.728832424,19.44084326,63.27771461,lentil
38,60,20,7.491217102,29.84823072,60.63872613,lentil
11,74,17,6.633864582,21.36383757,69.92375891,lentil
37,71,16,7.324863481,26.28663931,68.51966729,lentil
29,71,18,6.410441476,22.17499963,62.13873825,lentil
2,72,18,7.836719564,26.57597546,60.97876599,lentil
6,59,21,6.139215944,26.58972517,66.14007674,lentil
13,64,20,6.590571088,19.1345771,62.57526895,lentil
8,58,17,7.286049977999999,28.75273118,69.15640149,lentil
6,77,20,6.058306161,25.78746268,60.2816298,lentil
2,75,22,6.658605362,23.89271875,61.78779413,lentil
3,69,23,7.299360767,28.67408774,63.18832976,lentil
27,80,24,7.815210661,28.42062847,61.77336343,lentil
39,78,15,5.925391795,21.35499456,62.60136323,lentil
40,79,17,6.403683619,21.12695586,63.18738532,lentil
37,62,22,7.397546271,24.02037872,61.62313345,lentil
31,60,24,7.722335992,25.40474421,65.8567539,lentil
22,67,22,7.475926645,29.03017561,64.49166566,lentil
3,78,18,6.887130053,20.21368219,68.65257685,lentil
4,80,16,7.441976825,29.19585548,68.01965728,lentil
13,61,24,7.629910252999999,18.29783597,69.6897615,lentil
12,66,20,7.336117221,27.41434987,63.41785982,lentil
4,61,21,6.75020529,24.84063998,60.09116626,lentil
9,60,21,7.52178027,29.94413861,67.31323084,lentil
18,66,22,6.347379185,25.87990287,67.55109024,lentil
32,56,18,7.135251532000001,20.0467711,65.84395319,lentil
6,72,15,7.670178119,22.99451999,66.70897237,lentil
15,77,20,7.399749291,25.13163619,66.92642362,lentil
0,65,24,7.841496029,28.49584395,62.44616219,lentil
30,79,22,6.254216611,18.28766124,69.48515056,lentil
3,63,16,6.868881707999999,24.38041875,61.18458224,lentil
2,78,23,7.320514721,21.31852148,66.43934593,lentil
10,78,18,6.296976913,18.54141834,62.70637578,lentil
14,67,25,7.241151936,25.28710601,60.85993533,lentil
39,65,23,7.685959305,25.43459777,69.12613376,lentil
19,72,15,6.890760124,28.83600962,69.76112921,lentil
18,57,21,6.155915975,27.37659643,63.93927841,lentil
31,58,15,6.167855382000001,28.31886863,60.19461399,lentil
28,58,25,6.861640036,27.4818649,62.04814951,lentil
5,65,19,6.978361689,18.28072173,68.10365387,lentil
16,65,19,7.043160241,27.61204997,69.29786244,lentil
34,65,19,5.94239222,23.43974653,63.22011726,lentil
14,69,19,7.239455147,20.95628486,63.68128841,lentil
22,55,16,6.516317561,23.7937153,68.03209183,lentil
24,61,17,6.233269045,22.6371424,65.44544859,lentil
2,79,15,7.505283615,21.53577883,65.47227704,lentil
26,63,17,6.950300686,29.87854588,65.73085206,lentil
27,61,15,6.958054839,25.2653291,67.10004577,lentil
24,70,16,6.54803469,25.17885316,68.93307305,lentil
13,74,25,6.461618577,24.12192608,61.09533545,lentil
6,64,23,7.065264073,23.33565221,67.40460704,lentil
12,58,23,6.765091462000001,21.74600081,63.39503184,lentil
32,79,22,5.91645379,27.60195453,63.46170674,lentil
6,68,18,6.711341147000001,24.388717,62.50453062,lentil
10,79,20,6.379881442,24.98287462,66.895409,lentil
38,77,22,6.313284267999999,28.234829,69.3159965,lentil
17,74,17,7.393210848,26.03026959,69.55863145,lentil
26,68,24,7.504930973,28.04849594,64.07691942,lentil
23,75,17,7.198076286,24.87425505,64.00213929,lentil
32,78,22,7.007037515,23.97081395,62.35557553,lentil
19,79,19,6.677262562,20.06003985,67.76252583,lentil
22,60,18,6.74398035,19.59221047,61.28633405,lentil
28,69,16,6.547361617999999,29.77013109,66.29327012,lentil
1,67,21,6.551577598,27.52135365,60.53657684,lentil
12,67,23,6.585020302999999,25.62896213,63.14909763,lentil
36,67,20,6.924042372000001,20.39078312,60.47528931,lentil
28,70,21,7.437373666,25.39038396,60.4989659,lentil
12,71,19,7.142611056000002,24.91079638,60.71367427,lentil
22,68,16,7.74672376,27.70496805,63.20915034,lentil
26,66,22,6.300479414,18.06486101,65.1034354,lentil
16,65,16,6.078724107,18.13027797,62.45851612,lentil
14,59,22,6.76660668,23.82723528,67.89815262,lentil
33,59,19,7.641024177,23.19305333,62.74710773,lentil
21,63,17,6.559681838,25.08966129,68.17543102,lentil
0,69,21,7.072923306,25.86928193,61.88321072,lentil
10,75,17,7.732194787999999,18.43966037,68.05394959,lentil
30,61,18,6.157782589,27.14911056,67.02664337,lentil
0,74,17,7.240988401,23.33375853,64.50515776,lentil
35,74,22,6.898905799,26.7230014,62.96841833,lentil
7,63,24,6.818681086000002,19.55750776,64.45268309,lentil
9,56,17,6.261937875,26.13708256,66.7729209,lentil
14,74,15,6.493036868,27.99990346,65.57653373,lentil
14,76,20,7.042474679,29.05941162,62.10652364,lentil
36,65,16,7.692013657,25.71269843,64.1123333,lentil
28,67,21,6.250994222999999,21.79792649,63.73086065,lentil
28,79,16,6.0521848810000005,24.70626432,60.26854183,lentil
40,61,22,7.002216044,20.94981756,65.8108757,lentil
10,70,19,7.272427638,24.84918386,68.98088448,lentil
12,80,19,5.962001484,21.91041045,65.21662467,lentil
37,77,20,7.080506001,25.93381964,68.70533022,lentil
0,67,22,6.5937983870000005,29.82112112,69.4073209,lentil
7,73,25,7.28805662,27.52185591,63.13215259,lentil
10,56,18,7.32710972,27.99627907,68.6428593,lentil
39,70,15,6.366355781,20.76774783,63.90164154,lentil
26,56,22,7.011121216,23.05276444,60.424786,lentil
9,77,17,6.280725549,21.65845777,63.58337146,lentil
4,59,19,7.621494566,26.25070298,67.62779652,lentil
34,73,15,7.630424082999999,20.97195263,63.83179889,lentil
33,77,15,7.802212437,23.89736406,66.32102048,lentil
2,24,38,5.922935513,24.55981624,91.63536236,pomegranate
6,18,37,5.937649577999999,19.65690085,89.93701023,pomegranate
8,26,36,6.804781106,18.78359608,87.4024767,pomegranate
37,18,39,6.424670614,24.1469628,94.5110662,pomegranate
0,27,38,6.7380162210000005,22.44581266,89.90147027,pomegranate
31,25,38,6.4973666770000005,24.96273236,92.40501423,pomegranate
21,21,38,6.327673765,22.5526059,89.32594859999998,pomegranate
6,30,40,6.36137446,22.77035608,91.45498527,pomegranate
25,27,41,6.9235093710000015,19.20090378,94.27659596,pomegranate
15,11,38,6.630646082999999,23.12808226,92.68328358,pomegranate
14,5,36,5.832525853,24.92639065,85.19098079,pomegranate
16,10,41,6.738993954,24.77464458,85.63608688,pomegranate
36,7,37,5.782435567,19.8671184,86.35590206,pomegranate
4,20,41,6.537042717,24.26601316,93.7974061,pomegranate
29,22,40,6.145104401,23.62600218,89.73266695,pomegranate
16,15,42,6.890784045,19.67832052,89.08935702,pomegranate
18,27,41,7.175344328,22.36509395,92.30882391,pomegranate
11,18,42,5.938528744,21.57936934,94.88267728,pomegranate
5,15,38,5.709380472,18.26233221,88.16779129,pomegranate
18,23,44,6.184400085,23.71028128,89.61794165,pomegranate
9,8,40,6.553509673,22.48720144,89.9224883,pomegranate
40,27,45,5.885638185,21.66024980000001,94.79397419,pomegranate
22,23,44,6.1438746910000015,20.13037175,89.31505137,pomegranate
9,16,39,6.101198974,18.41164435,91.11927248,pomegranate
12,29,40,6.594037135,19.68291173,89.75272999,pomegranate
0,17,42,6.8598408210000015,23.20242586,91.19442671,pomegranate
2,21,44,6.56893406,18.92157197,87.31290342,pomegranate
28,6,40,6.769855664,22.10621387,91.34039616,pomegranate
8,23,44,7.130837931,18.47412402,89.68919664,pomegranate
29,16,36,5.7403380020000006,19.81069447,88.92944254,pomegranate
17,18,43,5.843005428,24.4880844,90.83687246,pomegranate
34,21,42,6.648687273999999,18.75927679,89.93457597,pomegranate
21,23,42,6.902751061,19.54128063,90.29751796,pomegranate
25,17,40,6.608023872,18.91251245,87.74938524,pomegranate
8,25,36,6.828522375,19.91330523,94.95031368,pomegranate
26,18,42,6.910374919,19.72620525,89.64934166,pomegranate
4,19,42,6.306605528,23.83185873,87.84034604,pomegranate
36,24,41,7.009180374,24.94467632,94.25702672,pomegranate
5,24,40,6.297907578999999,24.692258,93.87030088,pomegranate
19,17,39,6.728599215,24.72485577,85.56083187,pomegranate
